SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-05590463,08/21/2017,Front,,Open,,Vacant,false,false,3958,W,JACKSON,BLVD,60624,1150047.42359276,1898393.28207152,28,11,26,41.87710013330967,-87.72453537519756,"(41.87710013330967, -87.72453537519756)"
Vacant/Abandoned Building,17-05593179,08/21/2017,Front,,Open,,Vacant,false,false,12329,S,PERRY,AVE,60628,1177823.27313338,1823200.56287942,9,5,53,41.67017741398629,-87.62482563014918,"(41.67017741398629, -87.62482563014918)"
Vacant/Abandoned Building,17-05603471,08/21/2017,Front,,Open,SIDE,Vacant,false,false,617,E,92ND,ST,60619,1181963.3840222,1844108.88581128,9,6,44,41.72745823093537,-87.60902981680802,"(41.72745823093537, -87.60902981680802)"
Vacant/Abandoned Building,17-05596323,08/21/2017,Front,,Open,NO,Vacant,false,false,4418,W,VAN BUREN,ST,60624,1147003.81793427,1897657.00592874,28,11,26,41.87513840311465,-87.73572953894502,"(41.87513840311465, -87.73572953894502)"
Vacant/Abandoned Building,17-05591205,08/21/2017,Front,,Open,ALL OVER,Vacant,false,false,9228,S,AVALON,AVE,60619,1186150.20519607,1844039.93219063,8,4,47,41.727171316240366,-87.59369519847114,"(41.727171316240366, -87.59369519847114)"
Vacant/Abandoned Building,17-05597422,08/21/2017,Front,,Open,FRONT,Vacant,false,false,7823,S,ADA,ST,60620,1168798.5132342,1852889.6509834,17,6,71,41.75184775634652,-87.6570018861528,"(41.75184775634652, -87.6570018861528)"
Vacant/Abandoned Building,17-05594586,08/21/2017,,,,,,,,1919,S,PEORIA,ST,60608,1170888.68529918,1890900.92000407,11,12,31,41.8561093675515,-87.64823207234518,"(41.8561093675515, -87.64823207234518)"
Vacant/Abandoned Building,17-05613805,08/22/2017,Front,,Open,,Vacant,false,false,11623,S,CHURCH,ST,60643,1165344.68243385,1827542.88508232,34,22,75,41.68236599023022,-87.670373852911,"(41.68236599023022, -87.670373852911)"
Vacant/Abandoned Building,17-05625836,08/22/2017,Front,,Open,,Vacant,false,false,700,E,105TH,ST,60628,1182799.40351694,1835484.52697181,9,5,50,41.70377258323187,-87.60623417339181,"(41.70377258323187, -87.60623417339181)"
Vacant/Abandoned Building,17-05632084,08/22/2017,Front,,Open,,Vacant,true,false,644,N,ST LOUIS,AVE,60624,1152932.88321059,1904074.82422319,27,11,23,41.89263421663207,-87.71379013110123,"(41.89263421663207, -87.71379013110123)"
Vacant/Abandoned Building,17-05616475,08/22/2017,Front,,Open,FRONT,Vacant,false,false,7519,S,ESSEX,AVE,60649,1194169.46001551,1855588.9101882,7,4,43,41.75866983961606,-87.56394183736823,"(41.75866983961606, -87.56394183736823)"
Vacant/Abandoned Building,17-05627705,08/22/2017,Rear,,Open,REAR,Vacant,false,true,7240,S,LANGLEY,AVE,60619,1182148.16136813,1857162.4244271,6,3,69,41.76327431033033,-87.60794986236425,"(41.76327431033033, -87.60794986236425)"
Vacant/Abandoned Building,17-05626610,08/22/2017,Front,,Open,FRONT,Vacant,false,false,7435,S,CHAMPLAIN,AVE,60619,1181851.25701184,1855856.7400307,6,3,69,41.75969824333274,-87.60907835492179,"(41.75969824333274, -87.60907835492179)"
Vacant/Abandoned Building,17-05627563,08/22/2017,Garage,,Open,GARAGE TO THE ALLEY; RESIDENTS ARE PUTTING TRASH IN GARAGE,Vacant,false,false,6833,S,CALUMET,AVE,60637,1179657.56597256,1859781.98248116,20,3,69,41.770519924959366,-87.61699833276981,"(41.770519924959366, -87.61699833276981)"
Vacant/Abandoned Building,17-05624739,08/22/2017,Rear,,Open,,Vacant,false,true,4100,W,21ST,ST,60623,1149371.31228375,1889774.91080956,24,10,29,41.85346343010945,-87.72724129051852,"(41.85346343010945, -87.72724129051852)"
Vacant/Abandoned Building,17-05624867,08/22/2017,,,,,,,,1408,E,91ST,ST,60619,1187127.16997629,1844911.51997863,8,4,48,41.729539954996355,-87.59008892198956,"(41.729539954996355, -87.59008892198956)"
Vacant/Abandoned Building,17-05650318,08/23/2017,Front,,Open,FRONT,Vacant,false,false,4529,W,JACKSON,BLVD,60624,1146120.73012245,1898299.3977243,28,11,26,41.87691802957115,-87.73895558186616,"(41.87691802957115, -87.73895558186616)"
Vacant/Abandoned Building,17-05641760,08/23/2017,Front,,Open,,Vacant,false,false,8634,S,MANISTEE,AVE,60617,1195986.26286771,1848254.24502093,7,4,46,41.7384981739709,-87.55752589379706,"(41.7384981739709, -87.55752589379706)"
Vacant/Abandoned Building,17-05637793,08/23/2017,,,,,,,,7957,S,COLFAX,AVE,60617,1194897.67589845,1852709.3501183,7,4,46,41.750750203827394,-87.56136772583801,"(41.750750203827394, -87.56136772583801)"
Vacant/Abandoned Building,17-05641658,08/23/2017,Front,,Open,,Vacant,false,false,8644,S,MANISTEE,AVE,60617,1195987.56286771,1848187.34502093,7,4,46,41.73831456274873,-87.55752334053562,"(41.73831456274873, -87.55752334053562)"
Vacant/Abandoned Building,17-05641711,08/23/2017,Front,,Open,,Vacant,false,false,8640,S,MANISTEE,AVE,60617,1195987.06286771,1848214.14502093,7,4,46,41.738388116506805,-87.55752428724436,"(41.738388116506805, -87.55752428724436)"
Vacant/Abandoned Building,17-05640812,08/23/2017,Front,,Open,,Vacant,false,true,420,W,66TH,PL,60621,1174663.40377622,1860840.87009459,6,7,68,41.77353831784334,-87.6352733555978,"(41.77353831784334, -87.6352733555978)"
Vacant/Abandoned Building,17-05646477,08/23/2017,Front,,Boarded,N/A -- NO FFENCE AROUND REAR OF PROP. PEOPLE CONSTANTLY FLY DUMPING IN REAR OF PROP. AND LEAVING FILLED CITY CARTS,Vacant,false,false,7048,S,ABERDEEN,ST,60621,1170200.51107688,1858068.83226925,6,7,68,41.76602974212937,-87.65171382707604,"(41.76602974212937, -87.65171382707604)"
Vacant/Abandoned Building,17-05645015,08/23/2017,,,,,,,,6109,S,NORMAL,BLVD,60621,1174008.86001756,1864374.32987446,20,7,68,41.783249080752206,-87.6375679567401,"(41.783249080752206, -87.6375679567401)"
Vacant/Abandoned Building,17-05651389,08/23/2017,Front,,Boarded,,Vacant,false,false,100,W,MARQUETTE,RD,60621,1176770.43730935,1860555.03141855,6,7,69,41.772706754657406,-87.62755808226191,"(41.772706754657406, -87.62755808226191)"
Vacant/Abandoned Building,17-05637698,08/23/2017,,,,,,,,9355,S,PERRY,AVE,60620,1177255.75690851,1842930.99170321,21,6,49,41.72433334271511,-87.62630990406767,"(41.72433334271511, -87.62630990406767)"
Vacant/Abandoned Building,17-05640392,08/23/2017,Front,,Open,,Vacant,true,true,1441,W,68TH,ST,60636,1167793.5248725,1859650.54357273,17,7,67,41.770422166693635,-87.66049092365537,"(41.770422166693635, -87.66049092365537)"
Vacant/Abandoned Building,17-05645805,08/23/2017,Front,,Open,,Vacant,true,true,6411,S,MAY,ST,60621,1169752.31522643,1862284.1551779,16,7,68,41.77760684578064,-87.65323444098037,"(41.77760684578064, -87.65323444098037)"
Vacant/Abandoned Building,17-05647792,08/23/2017,Front,,Open,,Vacant,false,false,1921,N,RICHMOND,ST,60647,1156510.92638838,1912625.90527016,1,14,22,41.91602747588755,-87.70041765195906,"(41.91602747588755, -87.70041765195906)"
Vacant/Abandoned Building,17-05638205,08/23/2017,,,,,,,,1737,W,CULLERTON,ST,60608,1165041.90258927,1890453.128168,25,12,31,41.85500659600414,-87.66970535734579,"(41.85500659600414, -87.66970535734579)"
Vacant/Abandoned Building,17-05642312,08/23/2017,Garage,,Open,NO GARAGE DOORS AT ALL,Vacant,false,false,5329,W,NORTH,AVE,60639,1140492.62009147,1910118.1376156,37,25,25,41.90945518318844,-87.75933027188839,"(41.90945518318844, -87.75933027188839)"
Vacant/Abandoned Building,17-05639186,08/23/2017,Front,,Boarded,,Vacant,false,false,4322,W,21ST,ST,60623,1147893.75730024,1889737.39141215,24,10,29,41.85338896303523,-87.7326654582022,"(41.85338896303523, -87.7326654582022)"
Vacant/Abandoned Building,17-05644670,08/23/2017,Front,,Open,FRONT WINDOWS ON THE SECOND FLOOR,Vacant,false,false,2605,E,76TH,ST,60649,1194894.33998864,1855073.11141599,7,4,43,41.75723662819402,-87.56130222213685,"(41.75723662819402, -87.56130222213685)"
Vacant/Abandoned Building,17-05644870,08/23/2017,Rear,,Open,REAR DOOR IS OPEN,Vacant,false,true,8724,S,WINCHESTER,AVE,60620,1165119.17019529,1846807.03650144,21,22,71,41.735234743267796,-87.67065667896811,"(41.735234743267796, -87.67065667896811)"
Vacant/Abandoned Building,17-05656191,08/24/2017,Front,,Open,REAR,Vacant,false,false,5409,W,DEVON,AVE,60646,1138963.98897259,1942131.304668,39,16,12,41.9973302944532,-87.76416483741353,"(41.9973302944532, -87.76416483741353)"
Vacant/Abandoned Building,17-05654524,08/24/2017,Front,,Open,FRONT DOOR,Vacant,false,true,11747,S,UNION,AVE,60628,1173575.56271861,1826967.74070278,34,5,53,41.68060994729256,-87.64026089259406,"(41.68060994729256, -87.64026089259406)"
Vacant/Abandoned Building,17-05656175,08/24/2017,Rear,,Open,NONE,Vacant,false,false,8743,S,KIMBARK,AVE,60619,1186320.08171243,1847166.70001739,8,4,48,41.735747496204034,-87.59297440491592,"(41.735747496204034, -87.59297440491592)"
Vacant/Abandoned Building,17-05656899,08/24/2017,Front,,Open,"FRONT DOOR OPEN, AND SIDE WINDOW OPEN",Vacant,false,true,7445,S,EVANS,AVE,60619,1182513.34192188,1855809.75931257,6,3,69,41.759554001531974,-87.60665330063343,"(41.759554001531974, -87.60665330063343)"
Vacant/Abandoned Building,17-05658453,08/24/2017,Front,,Open,FRONT AND BACK,Vacant,false,true,7708,S,DREXEL,AVE,60619,1183567.82803243,1854091.65660907,8,6,69,41.75481484526883,-87.60284213977658,"(41.75481484526883, -87.60284213977658)"
Vacant/Abandoned Building,17-05668471,08/24/2017,Front,,Open,FRONT,Vacant,false,false,3547,W,SHAKESPEARE,AVE,60647,1152414.50438,1914060.41989288,35,14,22,41.92004587922215,-87.71542976860123,"(41.92004587922215, -87.71542976860123)"
Vacant/Abandoned Building,17-05670696,08/24/2017,Front,,Open,"FRONT DOOR AND REAR DOOR,",Vacant,false,true,3919,W,FLOURNOY,ST,60624,1150363.50512576,1896741.61906986,24,11,26,41.8725616259146,-87.72341790009514,"(41.8725616259146, -87.72341790009514)"
Vacant/Abandoned Building,17-05663924,08/24/2017,Front,,Boarded,N/A,Vacant,false,false,1736,W,STEUBEN,ST,60643,1166956.11009467,1829245.91999384,34,22,75,41.68700523239117,-87.66442664817289,"(41.68700523239117, -87.66442664817289)"
Vacant/Abandoned Building,17-05659240,08/24/2017,Front,,Boarded,,Vacant,false,false,706,W,116TH,ST,60628,1173638.94878296,1828212.51900618,34,5,53,41.68402441779132,-87.63999219987647,"(41.68402441779132, -87.63999219987647)"
Vacant/Abandoned Building,17-05663181,08/24/2017,Front,,Open,,Vacant,false,false,7031,S,MAY,ST,60621,1169866.93328873,1858172.86661268,6,7,68,41.766322472974,-87.65293348901339,"(41.766322472974, -87.65293348901339)"
Vacant/Abandoned Building,17-05659780,08/24/2017,Front,,Open,WINDOWS OPEN & GARAGE OPEN,Vacant,false,true,7634,S,VERNON,AVE,60619,1180566.48543234,1854491.47266902,6,6,69,41.75598138864918,-87.61382883413194,"(41.75598138864918, -87.61382883413194)"
Vacant/Abandoned Building,17-05674818,08/25/2017,Front,,Open,,Vacant,false,true,3156,S,MAY,ST,60608,1169163.93422189,1883813.74677883,11,9,60,41.83669912204944,-87.65476828894451,"(41.83669912204944, -87.65476828894451)"
Vacant/Abandoned Building,17-05676003,08/25/2017,,,,,,,,4855,S,LECLAIRE,AVE,60638,1143179.25353238,1871957.65598971,22,8,56,41.804687935081624,-87.75041235540941,"(41.804687935081624, -87.75041235540941)"
Vacant/Abandoned Building,17-05677028,08/25/2017,Front,,Open,,Vacant,false,false,6400,S,CLAREMONT,AVE,60636,1161841.50018691,1862151.96547306,16,8,66,41.77741212145136,-87.68223933425442,"(41.77741212145136, -87.68223933425442)"
Vacant/Abandoned Building,17-05677096,08/25/2017,Front,,Open,,Vacant,false,false,6412,S,CLAREMONT,AVE,60636,1161843.70018691,1862071.76547306,16,8,66,41.77719199591025,-87.68223349510022,"(41.77719199591025, -87.68223349510022)"
Vacant/Abandoned Building,17-05694392,08/25/2017,Front,,Boarded,UNKNOWN,Vacant,false,false,10004,S,UNION,AVE,60628,1173402.77880159,1838530.6102986,34,22,73,41.7123440421593,-87.64055292562152,"(41.7123440421593, -87.64055292562152)"
Vacant/Abandoned Building,17-05677526,08/25/2017,Front,,Open,THE BACK DOOR IS OPEN,Vacant,false,true,12244,S,MAY,ST,60643,1170879.86991686,1823598.24368089,34,5,53,41.671422563749054,-87.65022623607997,"(41.671422563749054, -87.65022623607997)"
Vacant/Abandoned Building,17-05690947,08/25/2017,Front,,Open,WINDOWS & REAR DOORS,Vacant,false,true,107,W,117TH,ST,60628,1177606.73687868,1827371.88008403,34,5,53,41.6816290330018,-87.62549271461488,"(41.6816290330018, -87.62549271461488)"
Vacant/Abandoned Building,17-05676425,08/25/2017,,,,,,,,7257,S,PEORIA,ST,60621,1171561.6802302,1856719.57388582,6,7,68,41.76229750169524,-87.64676414833924,"(41.76229750169524, -87.64676414833924)"
Vacant/Abandoned Building,17-05676438,08/25/2017,Garage,,Boarded,,Vacant,false,false,7246,S,MAY,ST,60621,1169905.68981958,1856747.60058991,6,7,68,41.762410520120454,-87.65283276156663,"(41.762410520120454, -87.65283276156663)"
Vacant/Abandoned Building,17-05680682,08/25/2017,,,,,,,,8550,S,SANGAMON,ST,60620,1171462.47242051,1848467.05840118,21,6,71,41.739653693871304,-87.64736890441287,"(41.739653693871304, -87.64736890441287)"
Vacant/Abandoned Building,17-05671552,08/25/2017,Front,,Open,FR,Vacant,true,false,6340,W,BELMONT,AVE,60634,1133567.0840204,1920598.63796837,36,16,17,41.93833927925359,-87.78452569614238,"(41.93833927925359, -87.78452569614238)"
Vacant/Abandoned Building,17-05698621,08/26/2017,Front,,Open,,Vacant,false,false,638,E,65TH,ST,60637,1181713.84090508,1862056.93779835,20,3,42,41.77671537982002,-87.60939071573078,"(41.77671537982002, -87.60939071573078)"
Vacant/Abandoned Building,17-05699175,08/26/2017,Front,,Open,,Vacant,false,false,6347,S,WOLCOTT,AVE,60636,1164774.88059888,1862570.27731751,15,7,67,41.77849857503564,-87.67147372527533,"(41.77849857503564, -87.67147372527533)"
Vacant/Abandoned Building,17-05699820,08/26/2017,Front,,Open,,Vacant,false,false,3218,W,POLK,ST,60624,1155038.93527787,1896189.69531811,24,11,27,41.87095464246398,-87.70626700420233,"(41.87095464246398, -87.70626700420233)"
Vacant/Abandoned Building,17-05700515,08/26/2017,Front,,Open,,Vacant,false,false,7151,S,MAY,ST,60621,1169888.88981958,1857376.40058991,6,7,68,41.76413639244257,-87.652876104886,"(41.76413639244257, -87.652876104886)"
Vacant/Abandoned Building,17-05701308,08/26/2017,Front,,Open,,Vacant,false,false,1500,E,71ST,ST,60619,1187408.53500345,1858249.72627632,5,3,43,41.76613461655835,-87.58863533546015,"(41.76613461655835, -87.58863533546015)"
Vacant/Abandoned Building,17-05701792,08/26/2017,Front,,Open,,Vacant,false,false,6917,S,DORCHESTER,AVE,60637,1186733.51693246,1859370.90990354,5,3,43,41.769227254795844,-87.59107401718725,"(41.769227254795844, -87.59107401718725)"
Vacant/Abandoned Building,17-05698617,08/26/2017,Front,,Open,,Vacant,false,false,6353,S,WOLCOTT,AVE,60636,1164775.96618864,1862530.63197044,15,7,67,41.778389760077665,-87.67147086408113,"(41.778389760077665, -87.67147086408113)"
Vacant/Abandoned Building,17-05708855,08/26/2017,Front,,Open,FRONT,Vacant,false,true,735,E,92ND,PL,60619,1182752.78518164,1843800.48311839,9,6,44,41.72659367373943,-87.60614769102985,"(41.72659367373943, -87.60614769102985)"
Vacant/Abandoned Building,17-05706141,08/26/2017,Front,,Open,FRONT DOOR OPEN,Vacant,false,false,1750,E,83RD,ST,60617,1189445.79987555,1850295.69422775,8,4,45,41.74425940148998,-87.58142295737038,"(41.74425940148998, -87.58142295737038)"
Vacant/Abandoned Building,17-05714707,08/27/2017,Front,,Open,FRONT,Vacant,true,false,8101,S,BURNHAM,AVE,60617,1196242.46107052,1851794.3503837,7,4,46,41.74820616000325,-87.55647016809537,"(41.74820616000325, -87.55647016809537)"
Vacant/Abandoned Building,17-05717982,08/27/2017,Front,,Open,FRONT AND REAR,Occupied,false,true,339,W,105TH,ST,60628,1175888.74050929,1835297.85078082,34,5,49,41.70341764266843,-87.63154512180303,"(41.70341764266843, -87.63154512180303)"
Vacant/Abandoned Building,17-05731328,08/27/2017,Front,,Open,FRONT,Vacant,false,true,6650,S,HONORE,ST,60636,1165149.39369663,1860910.93751942,15,7,67,41.77393721041867,-87.67014764632256,"(41.77393721041867, -87.67014764632256)"
Vacant/Abandoned Building,17-05716402,08/27/2017,Front,,Open,"BACKYARD -- BK YRD BEING USED AS A DUMPING GROUND - ALOT OF GARBAGE,, MANY BAGS OF GARBAGE-CREATING A RODENT PROBLEM",Vacant,false,false,7038,S,MICHIGAN,AVE,60637,1178380.45902181,1858379.45071068,6,3,69,41.76670032085003,-87.62172220285302,"(41.76670032085003, -87.62172220285302)"
Vacant/Abandoned Building,17-05740950,08/28/2017,Front,,Open,,Vacant,false,false,1525,S,KENNETH,AVE,60623,1146969.33973026,1892168.20386892,24,10,29,41.86007711739872,-87.73599636106395,"(41.86007711739872, -87.73599636106395)"
Vacant/Abandoned Building,17-05741839,08/28/2017,Front,,Open,,Vacant,false,false,3030,S,KOSTNER,AVE,60623,1147543.08549987,1884019.19988146,22,10,30,41.83770421505728,-87.73409900264008,"(41.83770421505728, -87.73409900264008)"
Vacant/Abandoned Building,17-05746276,08/28/2017,Front,,Open,,Vacant,false,false,10734,S,LANGLEY,AVE,60628,1182818.8307266,1833863.67996655,9,5,50,41.69932431827315,-87.60621314551233,"(41.69932431827315, -87.60621314551233)"
Vacant/Abandoned Building,17-05753867,08/28/2017,Front,,Open,,Vacant,false,false,5604,S,JUSTINE,ST,60636,1166964.59270604,1867562.20158636,16,7,67,41.792150502190616,-87.66330348257783,"(41.792150502190616, -87.66330348257783)"
Vacant/Abandoned Building,17-05741671,08/28/2017,,,,,,,,2,E,114TH,PL,60628,1178302.46743438,1829054.03192788,9,5,49,41.68622939366343,-87.62289519396988,"(41.68622939366343, -87.62289519396988)"
Vacant/Abandoned Building,17-05752796,08/28/2017,Front,,Open,,Vacant,false,false,1951,S,SPAULDING,AVE,60623,1154674.29152565,1890174.72821476,24,10,29,41.85445621161839,-87.70776665800699,"(41.85445621161839, -87.70776665800699)"
Vacant/Abandoned Building,17-05753360,08/28/2017,Front,,Open,,Vacant,false,false,1833,S,KOMENSKY,AVE,60623,1149674.10422521,1890829.72057242,24,10,29,41.85635208815913,-87.72610254755716,"(41.85635208815913, -87.72610254755716)"
Vacant/Abandoned Building,17-05741777,08/28/2017,Front,,Open,,Vacant,false,false,1413,W,110TH,ST,60643,1168800.68958736,1831806.46280078,34,22,75,41.69399228360942,-87.65760036207249,"(41.69399228360942, -87.65760036207249)"
Vacant/Abandoned Building,17-05755888,08/28/2017,,,,,,,,3627,W,SHAKESPEARE,AVE,60647,1151856.30739155,1914047.39508329,35,25,22,41.92002115633479,-87.71748103638843,"(41.92002115633479, -87.71748103638843)"
Vacant/Abandoned Building,17-05756090,08/28/2017,Front,,Boarded,NONE,Vacant,true,false,1310,E,71ST,PL,60619,1186184.73289125,1857851.62932586,8,3,43,41.765071190037965,-87.59313349981315,"(41.765071190037965, -87.59313349981315)"
Vacant/Abandoned Building,17-05756274,08/28/2017,Rear,,Open,BACK BASEMENT DOOR OPEN,Vacant,false,true,1753,W,59TH,ST,60636,1165579.8499076,1865564.4519159,15,7,67,41.78669793238196,-87.66843777258137,"(41.78669793238196, -87.66843777258137)"
Vacant/Abandoned Building,17-05752240,08/28/2017,Front,,Open,SIDE OPEN WINDOW.AND REAR BACK DOOR IS WIDE OPEN...,Vacant,false,true,7418,S,PEORIA,ST,60621,1171592.42748295,1855576.31551794,17,7,68,41.75915958368111,-87.64668490246507,"(41.75915958368111, -87.64668490246507)"
Vacant/Abandoned Building,17-05743927,08/28/2017,Front,,Boarded,,Vacant,false,true,2646,W,AUGUSTA,BLVD,60622,1158573.00088096,1906551.72342308,26,12,24,41.899317421368714,-87.69300828693949,"(41.899317421368714, -87.69300828693949)"
Vacant/Abandoned Building,17-05755997,08/28/2017,Front,,Boarded,NONE,Vacant,true,false,8939,S,EUCLID,AVE,,1190736.69477513,1846084.76727528,8,4,48,41.732673171512765,-87.57682868444428,"(41.732673171512765, -87.57682868444428)"
Vacant/Abandoned Building,17-05742001,08/28/2017,,,,,,,,6427,S,CAMPBELL,AVE,60629,1160811.21357335,1861960.49007641,16,8,66,41.776908030038335,-87.68602166841106,"(41.776908030038335, -87.68602166841106)"
Vacant/Abandoned Building,17-05758683,08/28/2017,Front,,Boarded,FRONT  DOOR OPEN,Vacant,false,false,316,W,101ST,ST,60628,1175896.08937157,1837957.59789284,9,5,49,41.71071620330067,-87.6314388275771,"(41.71071620330067, -87.6314388275771)"
Vacant/Abandoned Building,17-05747370,08/28/2017,,,,,,,,838,N,KEYSTONE,AVE,60651,1149235.82008181,1905293.74571559,37,11,23,41.89605151622739,-87.72733644826629,"(41.89605151622739, -87.72733644826629)"
Vacant/Abandoned Building,17-05754815,08/28/2017,Front,,Open,REAR WINDOW,Vacant,false,true,11623,S,CHURCH,ST,60643,1165344.68243385,1827542.88508232,34,22,75,41.68236599023022,-87.670373852911,"(41.68236599023022, -87.670373852911)"
Vacant/Abandoned Building,17-05756069,08/28/2017,Front,,Open,BACKDOOR,Vacant,false,true,12519,S,EMERALD,AVE,60628,1173597.83366577,1821847.67437274,34,5,53,41.66655915585617,-87.64033009865356,"(41.66655915585617, -87.64033009865356)"
Vacant/Abandoned Building,17-05772256,08/29/2017,Rear,,Open,REAR,Vacant,false,false,704,E,92ND,PL,60619,1182545.58518164,1843794.38311839,9,6,44,41.72658173537922,-87.60690686739773,"(41.72658173537922, -87.60690686739773)"
Vacant/Abandoned Building,17-05774265,08/29/2017,Front,,Open,,Vacant,false,false,10443,S,INDIANA,AVE,60628,1179431.87279766,1835629.74011672,9,5,49,41.70424842795196,-87.61856091600607,"(41.70424842795196, -87.61856091600607)"
Vacant/Abandoned Building,17-05767305,08/29/2017,,,,,,,,66,E,101ST,PL,60628,1178713.86171915,1837694.66002049,9,5,49,41.70993117318198,-87.62112759991834,"(41.70993117318198, -87.62112759991834)"
Vacant/Abandoned Building,17-05766811,08/29/2017,,,,,,,,2214,E,83RD,ST,60617,1192442.6231198,1850374.94263211,8,4,46,41.74440448310481,-87.57043988826929,"(41.74440448310481, -87.57043988826929)"
Vacant/Abandoned Building,17-05768920,08/29/2017,Front,,Open,FRONT,Vacant,true,true,6408,S,CLAREMONT,AVE,60636,1161843.00018691,1862098.46547306,16,8,66,41.777265278927736,-87.68223532020652,"(41.777265278927736, -87.68223532020652)"
Vacant/Abandoned Building,17-05769351,08/29/2017,Front,,Boarded,,Vacant,false,false,6523,S,OAKLEY,AVE,60636,1162194.92190332,1861345.47131512,16,8,66,41.775191640492224,-87.68096611315002,"(41.775191640492224, -87.68096611315002)"
Vacant/Abandoned Building,17-05772149,08/29/2017,Front,,Open,SIDE,Vacant,false,false,3547,N,PARIS,AVE,60634,1121114.17501565,1922520.65929392,38,16,17,41.943823198837876,-87.8302525158855,"(41.943823198837876, -87.8302525158855)"
Vacant/Abandoned Building,17-05769501,08/29/2017,Front,,Open,WINDOWS ARE ALL OPENED,Vacant,false,true,927,W,53RD,PL,60609,1171031.84006577,1869319.66797232,20,9,61,41.79688522985551,-87.64833820952255,"(41.79688522985551, -87.64833820952255)"
Vacant/Abandoned Building,17-05766318,08/29/2017,,,,,,,,11247,S,EGGLESTON,AVE,60628,1175299.93742545,1830322.55658197,34,22,49,41.689777841652536,-87.63384914090892,"(41.689777841652536, -87.63384914090892)"
Vacant/Abandoned Building,17-05774298,08/29/2017,Front,,Open,REAR DOOR AND 2ND FLOOR WINDOWS,Vacant,false,false,11224,S,HALSTED,ST,60628,1172988.10889441,1830419.95348997,34,22,75,41.69009631651274,-87.64230989788278,"(41.69009631651274, -87.64230989788278)"
Vacant/Abandoned Building,17-05774157,08/29/2017,Front,,Boarded,,Vacant,false,false,1134,E,44TH,ST,60653,1184677.19987284,1875901.01449917,4,2,39,41.81463566480388,-87.59809322299698,"(41.81463566480388, -87.59809322299698)"
Vacant/Abandoned Building,17-05785623,08/30/2017,Front,,Open,,Vacant,false,false,5741,S,HOYNE,AVE,60636,1163342.58839756,1866564.20569409,15,7,67,41.789488569794344,-87.67661278264306,"(41.789488569794344, -87.67661278264306)"
Vacant/Abandoned Building,17-05790331,08/30/2017,Front,,Open,,Vacant,false,false,310,E,118TH,ST,60628,1180168.1295686,1826776.46681552,9,5,53,41.679937001949675,-87.61613481034927,"(41.679937001949675, -87.61613481034927)"
Vacant/Abandoned Building,17-05785646,08/30/2017,Front,,Open,,Vacant,false,false,6608,S,LOWE,AVE,60621,1173175.45982596,1861070.64077494,6,7,68,41.77420184762177,-87.64072102371803,"(41.77420184762177, -87.64072102371803)"
Vacant/Abandoned Building,17-05787193,08/30/2017,Front,,Open,,Vacant,false,false,7918,S,SOUTH SHORE,DR,60617,1198508.09436963,1853068.2980964,7,4,46,41.751645529114256,-87.54812572151053,"(41.751645529114256, -87.54812572151053)"
Vacant/Abandoned Building,17-05788267,08/30/2017,Front,,Open,,Vacant,false,false,10742,S,BEVERLY,AVE,60643,1170503.69108904,1833465.89719122,34,22,75,41.698509204349925,-87.65131713120175,"(41.698509204349925, -87.65131713120175)"
Vacant/Abandoned Building,17-05788974,08/30/2017,Rear,,Open,REAR,Vacant,false,true,12841,S,SANGAMON,ST,60643,1172345.81682489,1819592.09382785,34,5,53,41.660396992949735,-87.64497802463157,"(41.660396992949735, -87.64497802463157)"
Vacant/Abandoned Building,17-05788978,08/30/2017,Rear,,Open,REAR,Vacant,false,true,12845,S,SANGAMON,ST,60643,1172346.71682489,1819566.99382785,34,5,53,41.66032809449091,-87.64497546476201,"(41.66032809449091, -87.64497546476201)"
Vacant/Abandoned Building,17-05793370,08/30/2017,Rear,,Boarded,DOES NOT APPLY,Vacant,false,false,12228,S,NORMAL,AVE,60628,1175175.26452185,1823813.37859625,,,,41.67191841421737,-87.63449885816357,"(41.67191841421737, -87.63449885816357)"
Vacant/Abandoned Building,17-05787776,08/30/2017,Rear,,Open,,Vacant,false,true,1625,S,KARLOV,AVE,60623,1149321.31298055,1891563.67121224,24,10,29,41.858372978137865,-87.72737847409931,"(41.858372978137865, -87.72737847409931)"
Vacant/Abandoned Building,17-05803482,08/31/2017,Front,,Open,,Vacant,false,true,1955,S,TRUMBULL,AVE,60623,1153727.33503035,1890182.47757802,24,10,29,41.85449635559816,-87.71124219261493,"(41.85449635559816, -87.71124219261493)"
